,Producto_ID,NombreProducto,short_name,brand,weight,pieces,short_name_processed,cluster
1363,35525,Triki Trakes KC 417g CU MLA 35525,Triki Trakes KC ,MLA,417.0,,triki trak kc,22
1364,35526,Principe KC 392g CU MLA 35526,Principe KC ,MLA,392.0,,princip kc,22
1365,35527,Polvorones KC 605g CU MLA 35527,Polvorones KC ,MLA,605.0,,polvoron kc,22
1366,35539,Choco Roles Fresa 2p 67g CC MTA MLA 35539,Choco Roles Fresa ,MLA,67.0,2.0,choc rol fres,22
1367,35557,Duo Barrita FsaPna 110g Prom MLA 35557,Duo Barrita FsaPna ,MLA,110.0,,duo barrit fsapn,22
1368,35558,Duo Barrita FsaPna 110g Prom MTA MLA 35558,Duo Barrita FsaPna ,MLA,110.0,,duo barrit fsapn,22
1369,35561,Duo Barrita FsaPna 110g Prom TAB MLA 35561,Duo Barrita FsaPna ,MLA,110.0,,duo barrit fsapn,22
1370,35563,Bimbollos Extra FS 6p 480g TNB BIM 35563,Bimbollos Extra FS ,BIM,480.0,6.0,bimboll extra fs,22
1371,35564,Medias Noches FS 8p 340g TNB BIM 35564,Medias Noches FS ,BIM,340.0,8.0,medi noch fs,22
1372,35565,Medias Noches Conveniencia 290g TNB BIM 35565,Medias Noches Conveniencia ,BIM,290.0,,medi noch convenient,22
1373,35567,Bollos sin Ajon 6p 480g TNB BIM 35567,Bollos sin Ajon ,BIM,480.0,6.0,boll ajon,22
1374,35569,Bollos Extra Ajn 12p 960g TNB BIM 35569,Bollos Extra Ajn ,BIM,960.0,12.0,boll extra ajn,22
1375,35570,Pan Blanco Mi Marca 567g TNB MP 35570,Pan Blanco Mi Marca ,MP,567.0,,pan blanc marc,22
1376,35571,Pan Integral 675g TNB BIM 35571,Pan Integral ,BIM,675.0,,pan integral,22
1377,35572,Tostado Doble Fibra 250g TNB BIM 35572,Tostado Doble Fibra ,BIM,250.0,,tost dobl fibr,22
1378,35575,Bolsita Surtido Rico 100g GBI 35575,Bolsita Surtido Rico ,GBI,100.0,,bolsit surt ric,22
1379,35576,Duo Barrita Fsa Barrita Pna 110g TAB MLA 35576,Duo Barrita Fsa Barrita Pna ,MLA,110.0,,duo barrit fsa barrit pna,22
1380,35578,Medias Noches 8p 340g Prom Music BIM 35578,Medias Noches ,BIM,340.0,8.0,medi noch,22
1381,35587,Exhib Galletas 2 de 45 CU 60g CU MLA 35587,Exhib Galletas ,MLA,60.0,,exhib gallet,22
1382,35595,Super Pan Blanco 740g Prom BIM 35595,Super Pan Blanco ,BIM,740.0,,sup pan blanc,22
1383,35598,Tostada Ondulada Tubo 20p 240g TNB MR 35598,Tostada Ondulada Tubo ,MR,240.0,20.0,tost ondul tub,22
1384,35599,Tostada Roja 50p 585g TNB DH 35599,Tostada Roja ,DH,585.0,50.0,tost roj,22
1385,35602,Duo Gansito mas Doble Choc 102g MTB MLA 35602,Duo Gansito mas Doble Choc ,MLA,102.0,,duo gansit mas dobl choc,22
1386,35604,Duo Gansito mas Chocotorro 100g MLA 35604,Duo Gansito mas Chocotorro ,MLA,100.0,,duo gansit mas chocotorr,22
1387,35605,Duo Gansito mas Chocotorro 100g MTB MLA 35605,Duo Gansito mas Chocotorro ,MLA,100.0,,duo gansit mas chocotorr,22
1388,35614,Totopo Chilaquiles 280g TNB MR 35614,Totopo Chilaquiles ,MR,280.0,,totop chilaquil,22
1389,35618,Exhibidor PDQ Bran Frut BIM 35618,Exhibidor PDQ Bran Frut BIM ,BIM,,,exhibidor pdq bran frut bim,22
1390,35622,Canelitas Tentacion 8p 86g Tira MTA MLA 35622,Canelitas Tentacion ,MLA,86.0,8.0,canelit tentacion,22
1391,35625,Galletas Panditas 3p 33g MLA 35625,Galletas Panditas ,MLA,33.0,3.0,gallet pandit,22
1392,35626,Galletas Panditas 3p 33g MTA MLA 35626,Galletas Panditas ,MLA,33.0,3.0,gallet pandit,22
1393,35631,ActiFresh Menta 6p 27g RIC 35631,ActiFresh Menta ,RIC,27.0,6.0,actifresh ment,22
1394,35632,ActiFresh Yerbabuena 6p 27g RIC 35632,ActiFresh Yerbabuena ,RIC,27.0,6.0,actifresh yerbabuen,22
1395,35633,Duo Tartinas Fresa Zarzamora 104g TR 35633,Duo Tartinas Fresa Zarzamora ,TR,104.0,,duo tartin fres zarzamor,22
1396,35634,Duo Tartinas Fresa Zarzamora 104g MTA TR 35634,Duo Tartinas Fresa Zarzamora ,TR,104.0,,duo tartin fres zarzamor,22
1397,35635,Deliciosas Betunadas 180g SP CU LAR 35635,Deliciosas Betunadas ,LAR,180.0,,delici betun,22
1398,35644,Barras Bimbo Mix 21p 924g CU BIM 35644,Barras Bimbo Mix ,BIM,924.0,21.0,barr bimb mix,22
1399,35651,Madalenas 3p 93g BIM 35651,Madalenas ,BIM,93.0,3.0,madalen,22
1400,35660,Medias Noche 10p 430g Prom Music MTA BIM 35660,Medias Noche ,BIM,430.0,10.0,medi noch,22
1401,35689,Deliciosas Chocochispas 80g MTA LAR 35689,Deliciosas Chocochispas ,LAR,80.0,,delici chocochisp,22
1402,35691,Deliciosas Chocochispas 80g SP LAR 35691,Deliciosas Chocochispas ,LAR,80.0,,delici chocochisp,22
1403,35693,Deliciosas Chocochispas 80g SP MTA LAR 35693,Deliciosas Chocochispas ,LAR,80.0,,delici chocochisp,22
1404,35694,Deliciosas Chocochispas 170g LAR 35694,Deliciosas Chocochispas ,LAR,170.0,,delici chocochisp,22
1405,35695,Deliciosas Chocochispas 170g MTA LAR 35695,Deliciosas Chocochispas ,LAR,170.0,,delici chocochisp,22
1406,35697,Deliciosas Chocochispas 170g SP LAR 35697,Deliciosas Chocochispas ,LAR,170.0,,delici chocochisp,22
1407,35698,Deliciosas Chocochispas 170g SP MTA LAR 35698,Deliciosas Chocochispas ,LAR,170.0,,delici chocochisp,22
1408,35700,Deliciosas Chocochispas 280g LAR 35700,Deliciosas Chocochispas ,LAR,280.0,,delici chocochisp,22
1409,35701,Deliciosas Chocochispas 280g MTA LAR 35701,Deliciosas Chocochispas ,LAR,280.0,,delici chocochisp,22
1410,35703,Deliciosas Chocochispas 280g SP LAR 35703,Deliciosas Chocochispas ,LAR,280.0,,delici chocochisp,22
1411,35704,Deliciosas Chocochispas 280g SP MTA LAR 35704,Deliciosas Chocochispas ,LAR,280.0,,delici chocochisp,22
1412,35711,Triki Intenso 8p 80g MTA MLA 35711,Triki Intenso ,MLA,80.0,8.0,triki intens,22
1413,35713,Super Hotdog Fast Food BK 12p 650g WON 35713,Super Hotdog Fast Food BK ,WON,650.0,12.0,sup hotdog fast food bk,22
1414,35714,Galleta Integral Avena DIF 30g GBI 35714,Galleta Integral Avena DIF ,GBI,30.0,,gallet integral aven dif,22
1415,35722,Tortillinas 15p 390g TR 35722,Tortillinas ,TR,390.0,15.0,tortillin,22
1416,35724,Duo Bran Fresa Pina 96g SP BIM 35724,Duo Bran Fresa Pina ,BIM,96.0,,duo bran fres pin,22
1417,35725,Duo Bran Fresa Pina 96g SP MTA BIM 35725,Duo Bran Fresa Pina ,BIM,96.0,,duo bran fres pin,22
1418,35727,Tortillina 50pct menos Grasa 328g TR 35727,Tortillina ,TR,328.0,,tortillin,22
1419,35728,Tortillina 50pct menos Grasa 328g MTB TR 35728,Tortillina ,TR,328.0,,tortillin,22
1420,35729,Tortillina 50pct menos Grasa 328g TAB TR 35729,Tortillina ,TR,328.0,,tortillin,22
1421,35737,Tostada Maiz Horneadas mas Sals 220g SAN 35737,Tostada Maiz Horneadas mas Sals ,SAN,220.0,,tost maiz horn mas sals,22
1422,35738,Tostada Maiz Horneadas mas Sals 200g SAN 35738,Tostada Maiz Horneadas mas Sals ,SAN,200.0,,tost maiz horn mas sals,22
1423,35739,Figatza 1 Metro 590g BIM 35739,Figatza ,BIM,590.0,,figatz,22
1424,35740,Figatza 1 Metro 590g MTA BIM 35740,Figatza ,BIM,590.0,,figatz,22
1425,35744,Panques 3p 765g Prom BIM 35744,Panques ,BIM,765.0,3.0,panqu,22
1426,35753,Galletas Panditas 3p 33g Tira CU MLA 35753,Galletas Panditas ,MLA,33.0,3.0,gallet pandit,22
1427,35754,Galletas Panditas 3p 33g Tira MLA 35754,Galletas Panditas ,MLA,33.0,3.0,gallet pandit,22
1428,35756,Galletas Panditas 3p 33g Tira MTA MLA 35756,Galletas Panditas ,MLA,33.0,3.0,gallet pandit,22
1429,35761,Deliciosas Chochitos 180g Prom MTA LAR 35761,Deliciosas Chochitos ,LAR,180.0,,delici chochit,22
1430,35763,Deliciosas Chochitos 180g Prom LAR 35763,Deliciosas Chochitos ,LAR,180.0,,delici chochit,22
1431,35766,Besos Surtido 4p 1500g CU GBI 35766,Besos Surtido ,GBI,1500.0,4.0,bes surt,22
1432,35783,Triki Intenso 8p 80g MLA 35783,Triki Intenso ,MLA,80.0,8.0,triki intens,22
1433,35784,Triki Intenso 80g Tira MLA 35784,Triki Intenso ,MLA,80.0,,triki intens,22
1434,35785,Triki Intenso 80g Tira MTA MLA 35785,Triki Intenso ,MLA,80.0,,triki intens,22
1435,35792,Lata Surtido Rico Navidad 500g GBI 35792,Lata Surtido Rico Navidad ,GBI,500.0,,lat surt ric navid,22
1436,35793,Lata Danesa Regalos 300g GV 35793,Lata Danesa Regalos ,GV,300.0,,lat danes regal,22
1437,35801,Bran Frut con Avena 48g BIM 35801,Bran Frut con Avena ,BIM,48.0,,bran frut aven,22
1438,35802,Bran Frut con Avena 48g MTA BIM 35802,Bran Frut con Avena ,BIM,48.0,,bran frut aven,22
1439,35803,Bran Frut con Avena 48g TAB BIM 35803,Bran Frut con Avena ,BIM,48.0,,bran frut aven,22
1440,35805,Relle Sandwich Fresa 71g CU LON 35805,Relle Sandwich Fresa ,LON,71.0,,rell sandwich fres,22
1441,35807,Tostachos Monchis 75g BAR 35807,Tostachos Monchis ,BAR,75.0,,tostach monchis,22
1442,35821,Bran Frut con Avena 32g CU BIM 35821,Bran Frut con Avena ,BIM,32.0,,bran frut aven,22
1443,35822,Duo BranFrut Fsa mas 3 Avena 93g BIM 35822,Duo BranFrut Fsa mas ,BIM,93.0,,duo branfrut fsa mas,22
1444,35825,Pachoncitos Degustacion 70g TR 35825,Pachoncitos Degustacion ,TR,70.0,,pachoncit degustacion,22
1445,35826,Pachoncitos Degustacion 70g MTA TR 35826,Pachoncitos Degustacion ,TR,70.0,,pachoncit degustacion,22
1446,35827,Pachoncitos Degustacion 70g TAB TR 35827,Pachoncitos Degustacion ,TR,70.0,,pachoncit degustacion,22
1447,35828,Medias Noches 12p 510g TNB BIM 35828,Medias Noches ,BIM,510.0,12.0,medi noch,22
1448,35829,Medias Noches Inst 700g TNB BIM 35829,Medias Noches Inst ,BIM,700.0,,medi noch inst,22
1449,35830,Bimbollos Parrilleros 780g 8p TNB BIM 35830,Bimbollos Parrilleros ,BIM,780.0,8.0,bimboll parriller,22
1450,35831,Tortilla Harina 19p 520g MTA DH 35831,Tortilla Harina ,DH,520.0,19.0,tortill harin,22
1451,35832,Barritas Pina Salvado 75g MLA 35832,Barritas Pina Salvado ,MLA,75.0,,barrit pin salv,22
1452,35833,Barritas Pina Salvado 75g MTB MLA 35833,Barritas Pina Salvado ,MLA,75.0,,barrit pin salv,22
1453,35840,Triki Intenso 8p 80g CU MLA 35840,Triki Intenso ,MLA,80.0,8.0,triki intens,22
1454,35841,Triki Intenso 80g Tira CU MLA 35841,Triki Intenso ,MLA,80.0,,triki intens,22
1455,35842,Super Hot Dogs 8p 435g TNB WON 35842,Super Hot Dogs ,WON,435.0,8.0,sup hot dogs,22
1456,35843,Wonder 100pct Ajonjoli 680g SP TNB WON 35843,Wonder ,WON,680.0,,wond,22
1457,35851,Pan Multigrano 540g TNB BIM 35851,Pan Multigrano ,BIM,540.0,,pan multigran,22
1458,35852,Pan Blanco Pullman 680g TNB BIM 35852,Pan Blanco Pullman ,BIM,680.0,,pan blanc pullm,22
1459,35860,Duo BranFrut Fsa mas 3 Avena 93g MTA BIM 35860,Duo BranFrut Fsa mas ,BIM,93.0,,duo branfrut fsa mas,22
1460,35862,Triki Intenso 20g Cj CU MLA 35862,Triki Intenso ,MLA,20.0,,triki intens,22
1461,35864,Cachitos 8p 480g MTA BIM 35864,Cachitos ,BIM,480.0,8.0,cachit,22
1462,35895,Bimkingo Deli 150g CU LON 35895,Bimkingo Deli ,LON,150.0,,bimking deli,22
1463,35896,Bimkingo Deli 150g MTA LON 35896,Bimkingo Deli ,LON,150.0,,bimking deli,22
1464,35897,Sandwich Clasico Deli 169g CU LON 35897,Sandwich Clasico Deli ,LON,169.0,,sandwich clasic deli,22
1465,35898,Sandwich Clasico Deli 169g MTA LON 35898,Sandwich Clasico Deli ,LON,169.0,,sandwich clasic deli,22
1466,35900,Canelitas Tentacion 8p 86g MTA MLA 35900,Canelitas Tentacion ,MLA,86.0,8.0,canelit tentacion,22
1467,35906,Nacho Fiesta 300g TNB MR 35906,Nacho Fiesta ,MR,300.0,,nach fiest,22
1468,35921,Costalito Surtido Rico 1000g GBI 35921,Costalito Surtido Rico ,GBI,1000.0,,costalit surt ric,22
1469,35924,Tiras para Sopa 300g MR 35924,Tiras para Sopa ,MR,300.0,,tir sop,22
1470,35928,Madalena 1p 31g BIM 35928,Madalena ,BIM,31.0,1.0,madalen,22
1471,35933,Polvoroncitos Caseros KC 24p 390g CU TR 35933,Polvoroncitos Caseros KC ,TR,390.0,24.0,polvoroncit caser kc,22
1472,35935,Tartinas Fresa KC 30p 390g TR 35935,Tartinas Fresa KC ,TR,390.0,30.0,tartin fres kc,22
1473,35936,Tartinas Fresa KC 30p 390g CU TR 35936,Tartinas Fresa KC ,TR,390.0,30.0,tartin fres kc,22
1474,35937,Tartinas Fresa KC 30p 390g MTA TR 35937,Tartinas Fresa KC ,TR,390.0,30.0,tartin fres kc,22
1475,35955,Tortilla Harina 8p 220g SP DH 35955,Tortilla Harina ,DH,220.0,8.0,tortill harin,22
1476,35967,Galleta Confeti 5p 65g Tira TR 35967,Galleta Confeti ,TR,65.0,5.0,gallet confeti,22
1477,35968,Galleta Confeti 5p 65g Tira MTB TR 35968,Galleta Confeti ,TR,65.0,5.0,gallet confeti,22
1478,35969,Bran Frut Avena 9p 48g Dpy BIM 35969,Bran Frut Avena ,BIM,48.0,9.0,bran frut aven,22
1479,35972,Triki Trakes Nuevo KC 600g MLA 35972,Triki Trakes Nuevo KC ,MLA,600.0,,triki trak nuev kc,22
1480,35973,Suavicremas Chocolate Nuevo KC 480g MLA 35973,Suavicremas Chocolate Nuevo KC ,MLA,480.0,,suavicrem chocolat nuev kc,22
1481,35974,Suavicremas Fresa Nuevo KC 480g MLA 35974,Suavicremas Fresa Nuevo KC ,MLA,480.0,,suavicrem fres nuev kc,22
1482,35975,Suavicremas Vainilla Nuevo KC 480g MLA 35975,Suavicremas Vainilla Nuevo KC ,MLA,480.0,,suavicrem vainill nuev kc,22
1483,35976,Barritas Fresa KC 12p 900g MLA 35976,Barritas Fresa KC ,MLA,900.0,12.0,barrit fres kc,22
1484,35977,Barritas Pina KC 12p 900g MLA 35977,Barritas Pina KC ,MLA,900.0,12.0,barrit pin kc,22
1485,35979,Almohada del Osito Bimbo BIM 35979,Almohada del Osito Bimbo BIM ,BIM,,,almoh osit bimb bim,22
1486,35987,Pallet Lta SnValentin Beso Nuez 420g GBI 35987,Pallet Lta SnValentin Beso Nuez ,GBI,420.0,,pallet lta snvalentin bes nuez,22
1487,35989,Hotcakes Congelado 99g CU LON 35989,Hotcakes Congelado ,LON,99.0,,hotcak congel,22
1488,35990,Hotcakes Refrigerado 99g CU LON 35990,Hotcakes Refrigerado ,LON,99.0,,hotcak refriger,22
1489,35999,Galleton Chocolate 57g Tira TR 35999,Galleton Chocolate ,TR,57.0,,galleton chocolat,22
1490,36000,Galleton Chocolate 57g Tira MTB TR 36000,Galleton Chocolate ,TR,57.0,,galleton chocolat,22
1491,36001,Galleta Almenuez 57g Tira TR 36001,Galleta Almenuez ,TR,57.0,,gallet almenuez,22
1492,36002,Galleta Almenuez 57g Tira MTB TR 36002,Galleta Almenuez ,TR,57.0,,gallet almenuez,22
1493,36003,Galleta Arandaleta 57g Tira TR 36003,Galleta Arandaleta ,TR,57.0,,gallet arandalet,22
1494,36004,Galleta Arandaleta 57g Tira MTB TR 36004,Galleta Arandaleta ,TR,57.0,,gallet arandalet,22
1495,36005,Galleta Cereleta 57g Tira TR 36005,Galleta Cereleta ,TR,57.0,,gallet cerelet,22
1496,36006,Galleta Cereleta 57g Tira MTB TR 36006,Galleta Cereleta ,TR,57.0,,gallet cerelet,22
1497,36008,Classicas 6p 33g Cj CU GBI 36008,Classicas ,GBI,33.0,6.0,classic,22
1498,36010,Duo PanditaGalleta Pandita 76g MTA MLA 36010,Duo PanditaGalleta Pandita ,MLA,76.0,,duo panditagallet pandit,22
1499,36014,Karameladas 27g BAR 36014,Karameladas ,BAR,27.0,,karamel,22
1500,36023,Pastilla Alka Sabor Cereza 30 6g CU MP 36023,Pastilla Alka Sabor Cereza ,MP,6.0,,pastill alka sabor cerez,22
1501,36024,Pastilla Alka Sabor Miel 30 6g CU MP 36024,Pastilla Alka Sabor Miel ,MP,6.0,,pastill alka sabor miel,22
1502,36034,Cajilla Galletas 6p 800g CU GBI 36034,Cajilla Galletas ,GBI,800.0,6.0,cajill gallet,22
1503,36035,Lata Cora I Love You Besos Nuez 200g GBI 36035,Lata Cora I Love You Besos Nuez ,GBI,200.0,,lat cor i lov you bes nuez,22
1504,36036,Lata Corazon Colores Besos Nuez 200g GBI 36036,Lata Corazon Colores Besos Nuez ,GBI,200.0,,lat corazon color bes nuez,22
1505,36038,Lata Cuad I Love You Besos Nuez 200g GBI 36038,Lata Cuad I Love You Besos Nuez ,GBI,200.0,,lat cuad i lov you bes nuez,22
1506,36041,Clasicas de Regalo Sabor Chocol 216g GBI 36041,Clasicas de Regalo Sabor Chocol ,GBI,216.0,,clasic regal sabor chocol,22
1507,36042,Clasicas de Regalo Sab Fresa 216g GBI 36042,Clasicas de Regalo Sab Fresa ,GBI,216.0,,clasic regal sab fres,22
1508,36052,DuoBarr Fsa GallGansito Det 137g MTA MLA 36052,DuoBarr Fsa GallGansito Det ,MLA,137.0,,duobarr fsa gallgansit det,22
1509,36057,Barritas Pina Salvado 6p 75g Cj MLA 36057,Barritas Pina Salvado ,MLA,75.0,6.0,barrit pin salv,22
1510,36058,Barritas Pina Salvado 6p 75g Cj MTA MLA 36058,Barritas Pina Salvado ,MLA,75.0,6.0,barrit pin salv,22
1511,36060,Bombonete 55g MLA 36060,Bombonete ,MLA,55.0,,bombonet,22
1512,36078,Mix Snacks 1368g MLA 36078,Mix Snacks ,MLA,1368.0,,mix snacks,22
1513,36089,Pan Blanco 24 Rebanadas 567g TRI 36089,Pan Blanco ,TRI,567.0,,pan blanc,22
1514,36090,Ice Shot Menta Sandia 14g RIC 36090,Ice Shot Menta Sandia ,RIC,14.0,,ice shot ment sandi,22
1515,36091,Ice Shot Yerbabuena 14g RIC 36091,Ice Shot Yerbabuena ,RIC,14.0,,ice shot yerbabuen,22
1516,36092,Tortillas Mty 10p 270g MTA DH 36092,Tortillas Mty ,DH,270.0,10.0,tortill mty,22
1517,36093,Div Tira Mini Doradita 3p 45g SP MTB TR 36093,Div Tira Mini Doradita ,TR,45.0,3.0,div tir mini doradit,22
1518,36096,Tuinky Chocolate 1p 38g MLA 36096,Tuinky Chocolate ,MLA,38.0,1.0,tuinky chocolat,22
1519,36098,Duo Suavicremas 316g MTA MLA 36098,Duo Suavicremas ,MLA,316.0,,duo suavicrem,22
1520,36117,Pan Deli Avena Muestreo 73g MTB BIM 36117,Pan Deli Avena Muestreo ,BIM,73.0,,pan deli aven muestre,22
1521,36118,Sandwich Clasico Jamon Queso Det 87g LON 36118,Sandwich Clasico Jamon Queso Det ,LON,87.0,,sandwich clasic jamon ques det,22
1522,36123,Duo Saladas 175g CU LAR 36123,Duo Saladas ,LAR,175.0,,duo sal,22
1523,36128,Mini Gansito Pack 3p 75g MTB MLA 36128,Mini Gansito Pack ,MLA,75.0,3.0,mini gansit pack,22
1524,36130,Div Tira Mini Doradita 3p 45g SP TR 36130,Div Tira Mini Doradita ,TR,45.0,3.0,div tir mini doradit,22
1525,36131,Tri Pack Bran Frut Avena 96g BIM 36131,Tri Pack Bran Frut Avena ,BIM,96.0,,tri pack bran frut aven,22
1526,36141,Pan Blanco Freihofers 28Reb MTA BIM 36141,Pan Blanco Freihofers ,BIM,,,pan blanc freihofers,22
1527,36143,Pan Blanco Freihofers 28Reb TNB BIM 36143,Pan Blanco Freihofers ,BIM,,,pan blanc freihofers,22
1528,36145,Pan Blanco Mrs Bairds 28Reb MTA BIM 36145,Pan Blanco Mrs Bairds ,BIM,,,pan blanc mrs bairds,22
1529,36147,Pan Blanco Mrs Bairds 28Reb TNB BIM 36147,Pan Blanco Mrs Bairds ,BIM,,,pan blanc mrs bairds,22
1530,36151,Pan Blanco Stroehmann 28Reb TNB BIM 36151,Pan Blanco Stroehmann ,BIM,,,pan blanc stroehmann,22
1531,36153,Pan Blanco Rainbo 28Reb MTA BIM 36153,Pan Blanco Rainbo ,BIM,,,pan blanc rainb,22
1532,36155,Pan Blanco Rainbo 28Reb TNB BIM 36155,Pan Blanco Rainbo ,BIM,,,pan blanc rainb,22
1533,36158,Tuinky Chocolate 1p 38g Tira MLA 36158,Tuinky Chocolate ,MLA,38.0,1.0,tuinky chocolat,22
1534,36159,Tuinky Chocolate 1p 38g Tira MTA MLA 36159,Tuinky Chocolate ,MLA,38.0,1.0,tuinky chocolat,22
1535,36164,Pan Blanco 24 Rebanadas 567g MTA TRI 36164,Pan Blanco ,TRI,567.0,,pan blanc,22
1536,36166,Pan Blanco 24 Rebanadas 567g TNB TRI 36166,Pan Blanco ,TRI,567.0,,pan blanc,22
1537,36169,Pack Galleta Leche Gansito 262g CU MLA 36169,Pack Galleta Leche Gansito ,MLA,262.0,,pack gallet lech gansit,22
1538,36175,Barritas FresaPina Cj Exhib 5400g MLA 36175,Barritas FresaPina Cj Exhib ,MLA,5400.0,,barrit fresapin cj exhib,22
1539,36184,Duo Suavicremas Vainilla 316g CU MLA 36184,Duo Suavicremas Vainilla ,MLA,316.0,,duo suavicrem vainill,22
1540,36189,Sponch 12p 540g CU MLA 36189,Sponch ,MLA,540.0,12.0,sponch,22
1541,36191,Mini Rocko Bolsa 40p 520g SP CU MLA 36191,Mini Rocko Bolsa ,MLA,520.0,40.0,mini rock bols,22
1542,36192,Div Tira Mini Doradita 3p 45g SP TAB TR 36192,Div Tira Mini Doradita ,TR,45.0,3.0,div tir mini doradit,22
1543,36193,Totopos Prueba 280g DH 36193,Totopos Prueba ,DH,280.0,,totop prueb,22
1544,36194,Pan Tostado Tradicional 180g CU BIM 36194,Pan Tostado Tradicional ,BIM,180.0,,pan tost tradicional,22
1545,36195,Duo Mini GansitoNapolitano 95g MLA 36195,Duo Mini GansitoNapolitano ,MLA,95.0,,duo mini gansitonapolitan,22
1546,36196,Duo Mini GansitoNapolitano 95g MTA MLA 36196,Duo Mini GansitoNapolitano ,MLA,95.0,,duo mini gansitonapolitan,22
1547,36198,Polvoroncitos Panera 40p 16 25g MTA TR 36198,Polvoroncitos Panera ,TR,25.0,40.0,polvoroncit paner,22
1548,36204,Lata Cuadrada ILoveyou 200g CU GBI 36204,Lata Cuadrada ILoveyou ,GBI,200.0,,lat cuadr iloveyou,22
1549,36209,Lata Cuadrad Mix Sn Valentin 200g CU GBI 36209,Lata Cuadrad Mix Sn Valentin ,GBI,200.0,,lat cuadr mix sn valentin,22
1550,36212,Tortilla de Maiz 800g MQ MR 36212,Tortilla de Maiz ,MR,800.0,,tortill maiz,22
1551,36223,TuinKids Naranja 2p 50g MLA 36223,TuinKids Naranja ,MLA,50.0,2.0,tuinkids naranj,22
1552,36224,TuinKids Naranja 2p 50g MTA MLA 36224,TuinKids Naranja ,MLA,50.0,2.0,tuinkids naranj,22
1553,36227,Lat Redonda BesNuez Britto Mama 200g GBI 36227,Lat Redonda BesNuez Britto Mama ,GBI,200.0,,lat redond besnuez britt mam,22
1554,36233,Lata Redonda Mixta Generico 200g GBI 36233,Lata Redonda Mixta Generico ,GBI,200.0,,lat redond mixt gener,22
1555,36234,Lat Corazon BesNuez Britto Mama 200g GBI 36234,Lat Corazon BesNuez Britto Mama ,GBI,200.0,,lat corazon besnuez britt mam,22
1556,36240,Lata Corazon Mixta 10Mayo Gen 200g GBI 36240,Lata Corazon Mixta ,GBI,200.0,,lat corazon mixt,22
1557,36250,Tostada Ondulada Tubo 32p 384g MR 36250,Tostada Ondulada Tubo ,MR,384.0,32.0,tost ondul tub,22
1558,36255,Barri Pop 25g BIM 36255,Barri Pop ,BIM,25.0,,barri pop,22
1559,36258,Barri Pop 25g Tira BIM 36258,Barri Pop ,BIM,25.0,,barri pop,22
1560,36259,Barri Pop 25g Tira MTA BIM 36259,Barri Pop ,BIM,25.0,,barri pop,22
1561,36261,Twinkies Vainilla 1p 38g Tira MLA 36261,Twinkies Vainilla ,MLA,38.0,1.0,twinki vainill,22
1562,36262,Twinkies Vainilla 1p 38g Tira MTA MLA 36262,Twinkies Vainilla ,MLA,38.0,1.0,twinki vainill,22
1563,36269,Barra CerealFruta sabor Fsa 50g DIF BIM 36269,Barra CerealFruta sabor Fsa ,BIM,50.0,,barr cerealfrut sabor fsa,22
1564,36270,Colchones 6p 130g Prom BIM 36270,Colchones ,BIM,130.0,6.0,colchon,22
1565,36274,Twinkies Vainilla 2p 76g MLA 36274,Twinkies Vainilla ,MLA,76.0,2.0,twinki vainill,22
1566,36275,Twinkies Vainilla 2p 76g MTB MLA 36275,Twinkies Vainilla ,MLA,76.0,2.0,twinki vainill,22
1567,36277,Exhibidor Sanissimo 2 42Kg CJM SAN 36277,Exhibidor Sanissimo ,SAN,42000.0,,exhibidor sanissim,22
1568,36278,Tortilla Hna 22p 840g Conv MTA DH 36278,Tortilla Hna ,DH,840.0,22.0,tortill hna,22
1569,36287,Tortillas de Harina 18p 630g MTA DH 36287,Tortillas de Harina ,DH,630.0,18.0,tortill harin,22
1570,36288,Twin Pack Thins Multig 16p 680g ORO 36288,Twin Pack Thins Multig ,ORO,680.0,16.0,twin pack thins multig,22
1571,36289,Twin Pack Thins Multig 16p 680g MTA ORO 36289,Twin Pack Thins Multig ,ORO,680.0,16.0,twin pack thins multig,22
1572,36290,Tortilla Harina TiMex 10p 339g MTA DH 36290,Tortilla Harina TiMex ,DH,339.0,10.0,tortill harin timex,22
1573,36291,Galleta Confeti Prueb 5p 65g Tira TR 36291,Galleta Confeti Prueb ,TR,65.0,5.0,gallet confeti prueb,22
1574,36292,Galleta Confeti Prueb 5p 65g Tira MTB TR 36292,Galleta Confeti Prueb ,TR,65.0,5.0,gallet confeti prueb,22
1575,36298,Suavicremas Fresa 100g MTA MLA 36298,Suavicremas Fresa ,MLA,100.0,,suavicrem fres,22
1576,36301,Suavicremas Vainilla 100g MTA MLA 36301,Suavicremas Vainilla ,MLA,100.0,,suavicrem vainill,22
1577,36304,Suavicremas Chocolate 100g MTA MLA 36304,Suavicremas Chocolate ,MLA,100.0,,suavicrem chocolat,22
1578,36309,Galleta Almenuez 57g Tira TR 36309,Galleta Almenuez ,TR,57.0,,gallet almenuez,22
1579,36310,Galleta Almenuez Bajio 57g Tira MTB TR 36310,Galleta Almenuez Bajio ,TR,57.0,,gallet almenuez baji,22
1580,36318,Pan Deli Avena 4p 293g BIM 36318,Pan Deli Avena ,BIM,293.0,4.0,pan deli aven,22
1581,36319,Lors MG 10p 98g CR1 MLA 36319,Lors MG ,MLA,98.0,10.0,lors mg,22
1582,36320,Plativolos MG 10p 92g CR1 MLA 36320,Plativolos MG ,MLA,92.0,10.0,plativol mg,22
